id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-10080797-B2,"Oncolytic heterologous recombinant newcastle disease virus, preparation method and application thereof ",Yongxiang Zhao,"Xia Peng, Yi Peng",12/22/2014,8/23/2016,9/25/2018,9/25/2018,https://patents.google.com/patent/US10080797B2/en,https://patentimages.storage.googleapis.com/6d/37/23/ac66f9c1d5e373/US10080797-20180925-D00001.png
US-6403370-B1,Oncolytic/immunogenic complementary-adenoviral vector system ,Genstar Therapeutics Corporation,"Ramon Alemany, Xiangming Fang, Wei-Wei Zhang",2/10/1997,2/10/1997,6/11/2002,6/11/2002,https://patents.google.com/patent/US6403370B1/en,https://patentimages.storage.googleapis.com/9b/dd/06/2b55cb35cce498/US6403370-drawings-page-3.png
US-7147848-B2,Recombinant poliovirus for the treatment of cancer ,The Research Foundation Of State University Of New York,"Matthias Gromeier, Eckard Wimmer",8/5/1998,6/19/2002,12/12/2006,12/12/2006,https://patents.google.com/patent/US7147848B2/en,https://patentimages.storage.googleapis.com/US7147848B2/US07147848-20061212-D00001.png
US-9382589-B2,Individualized cancer therapy ,"Gradalis, Inc.","David Shanahan, John J. Nemunaitis, Neil Senzer, Phillip B. Maples, Donald Rao",11/18/2005,11/4/2013,7/5/2016,7/5/2016,https://patents.google.com/patent/US9382589B2/en,https://patentimages.storage.googleapis.com/87/f3/e6/a61653ac873cff/US09382589-20160705-D00001.png
US-9844574-B2,Cancer treatment using viruses and camptothecins ,Wellstat Biologics Corporation,"Robert M Lorence, Michael Scot ROBERTS",4/27/2004,6/28/2016,12/19/2017,12/19/2017,https://patents.google.com/patent/US9844574B2/en,
US-10316049-B2,Tank-binding kinase inhibitor compounds ,"Gilead Sciences, Inc.","Zhimin Du, David Dornan, Juan A. Guerrero, Joshua A. Kaplan, John E. Knox, Devan Naduthambi, Barton W. Phillips, Susanna Y. Stinson, Chandrasekar Venkataramani, Peiyuan Wang, William J. Watkins",12/17/2015,12/15/2016,6/11/2019,6/11/2019,https://patents.google.com/patent/US10316049B2/en,
US-8414883-B2,Parvovirus cancer therapy and combination with chemotherapy ,"Deutsches Krebsforschungszentrum, Ruprecht-Karls-Universitaet Heidelberg","Jean Rommelaere, Zahari Raykov, Joerg Schlehofer, Irina Kiprijanova, Tanja Heimberger, Assia Angelova, Karsten Geletneky, Marc Aprahamian",12/28/2007,12/23/2008,4/9/2013,4/9/2013,https://patents.google.com/patent/US8414883B2/en,https://patentimages.storage.googleapis.com/9e/1e/d6/f57689555e3e3c/US08414883-20130409-D00001.png
US-8080650-B2,Pro104 antibody compositions and methods of use ,"Diadexus, Inc.","Jackie Papkoff, Glenn Pilkington, Gilbert-Andre Keller, Wenlu Li, Laura Corral, Iris Simon, Muriel Kmet, Jianwen Tang",6/27/2003,1/15/2009,12/20/2011,12/20/2011,https://patents.google.com/patent/US8080650B2/en,https://patentimages.storage.googleapis.com/d8/ab/a5/d84bd6b2ae3168/US08080650-20111220-D00001.png
US-9345787-B2,Adenoviral vectors and methods and uses related thereto ,Targovax Oy,"Akseli HEMMINKI, Anna KANERVA, Vincenzo Cerullo, Sari PESONEN",12/22/2008,12/21/2009,5/24/2016,5/24/2016,https://patents.google.com/patent/US9345787B2/en,https://patentimages.storage.googleapis.com/22/29/44/fa6d8d90228757/US09345787-20160524-D00001.png
US-8624027-B2,Combination therapy for treating cancer and diagnostic assays for use therein ,Abbvie Inc.,"Omar Jameel Shah, Yu Shen, Xiaoyu Lin, Mark Anderson, Xiaoli Huang, Junling Li, Leiming Li",5/12/2005,12/4/2009,1/7/2014,1/7/2014,https://patents.google.com/patent/US8624027B2/en,https://patentimages.storage.googleapis.com/da/c6/b6/8936e430c85977/US08624027-20140107-D00001.png
US-9714289-B2,Anti-PVRIG antibodies and methods of use ,Compugen Ltd.,"Mark White, Sandeep Kumar, Christopher Chan, Spencer Liang, Lance Stapleton, Andrew W. Drake, Yosi Gozlan, Ilan Vaknin, Shirley Sameah-Greenwald, Liat Dassa, Zohar Tiran, Gad S. Cojocaru, Leonard Presta, Richard Theolis",2/19/2015,9/27/2016,7/25/2017,7/25/2017,https://patents.google.com/patent/US9714289B2/en,https://patentimages.storage.googleapis.com/b3/53/d6/86b6f16ed1e39b/US09714289-20170725-D00001.png
US-9592260-B2,Cancer therapy with a parvovirus combined with an HDAC inhibitor ,Deutsches Krebsforschungszentrum,"Antonio Marchini, Jean Rommelaere, Nazim El-Andaloussi, Georgi Hristov, Junwei Li",3/17/2010,10/6/2014,3/14/2017,3/14/2017,https://patents.google.com/patent/US9592260B2/en,https://patentimages.storage.googleapis.com/38/1f/c3/87d38b3b02af1c/US09592260-20170314-D00001.png
US-8168168-B2,Infectivity-enhanced conditionally-replicative adenovirus and uses thereof ,"Juan Fueyo, Candelaria Gomez-Manzano","Juan Fueyo, Candelaria Gomez-Manzano",5/12/1999,12/11/2009,5/1/2012,5/1/2012,https://patents.google.com/patent/US8168168B2/en,https://patentimages.storage.googleapis.com/d7/fa/9d/1416becb0397be/US08168168-20120501-D00001.png
US-10214730-B2,"Adeno-associated-virus Rep sequences, vectors and viruses ",The Research Foundation For The State University Of New York,"Wadie F. Bahou, Patrick Hearing, Varsha Sitaraman",4/19/2011,7/9/2015,2/26/2019,2/26/2019,https://patents.google.com/patent/US10214730B2/en,https://patentimages.storage.googleapis.com/2e/5a/83/72a1663a7117a7/US10214730-20190226-D00001.png
US-10023868-B2,MiRNA for treating diseases and conditions associated with neo-angiogenesis ,Interna Technologies B.V.,"Sanne Weijzen, Roeland Quirinus Jozef Schaapveld, Meriem BOURAJJAJ, Rick Jan van Haastert, Arjan Willem Griffioen, Judith Rosina Van Beijnum, Edwin Pieter Johan Gerard CUPPEN, Eugene Berezikov, Andreas Alphons Franciscus Ludovicus Van Puijenbroek, Willemijn Maria GOMMANS, Negar BABAE, Petronella Innocentia VAN NOORT",1/11/2011,8/3/2016,7/17/2018,7/17/2018,https://patents.google.com/patent/US10023868B2/en,https://patentimages.storage.googleapis.com/e0/25/87/eeee15521c45e8/US10023868-20180717-D00001.png
US-8541560-B2,Polypeptides comprising Fas activation and NKG2D-ligand domains ,Thomas E. Wagner,"Thomas E. Wagner, Yanzhang Wei",11/28/2006,6/29/2010,9/24/2013,9/24/2013,https://patents.google.com/patent/US8541560B2/en,https://patentimages.storage.googleapis.com/69/fe/a9/be7a2de0cf28ca/US08541560-20130924-D00001.png
US-7592169-B2,Methods and compositions for treatment and prevention of HSV-2 infections and conditions ,"Medimmune, Llc","Richard Roger Spaete, George Kemble, Bernard Roizman, Mark Prichard",4/25/2003,4/23/2004,9/22/2009,9/22/2009,https://patents.google.com/patent/US7592169B2/en,https://patentimages.storage.googleapis.com/US7592169B2/US07592169-20090922-D00001.png
US-8586354-B2,"Adenoviruses, nucleic acids that code for the same and the use of said viruses ",Per Sonne Holm,Per Sonne Holm,11/14/2003,1/20/2010,11/19/2013,11/19/2013,https://patents.google.com/patent/US8586354B2/en,https://patentimages.storage.googleapis.com/bb/33/26/1f540de020876c/US08586354-20131119-D00001.png
US-6824771-B1,Infectivity-enhanced conditionally-replicative adenovirus and uses thereof ,The Uab Research Foundation,"David T. Curiel, Victor Krasnykh, Ramon Alemany, Igor Dmitriev",5/12/1999,5/12/2000,11/30/2004,11/30/2004,https://patents.google.com/patent/US6824771B1/en,https://patentimages.storage.googleapis.com/6e/33/fa/079d282c1187ee/US06824771-20041130-D00001.png
US-10143734-B2,Biomarker directed multi-target immunotherapy ,"Advaxis, Inc.",Robert Petit,2/18/2014,2/18/2015,12/4/2018,12/4/2018,https://patents.google.com/patent/US10143734B2/en,https://patentimages.storage.googleapis.com/c5/e5/50/2ad70163c55ff9/US10143734-20181204-D00001.png
US-8921100-B2,Use of the adenoviral E2 late promoter ,Technische Universität München,Per Sonne Holm,10/16/2001,7/6/2009,12/30/2014,12/30/2014,https://patents.google.com/patent/US8921100B2/en,https://patentimages.storage.googleapis.com/d3/57/bf/cac69acb4a0f85/US08921100-20141230-D00001.png
US-10036021-B2,5′ triphosphate oligonucleotide with blunt end and uses thereof ,Rheinische Friedrich-Wilhelms-Universität Bonn,"Gunther Hartmann, Martin Schlee",5/21/2008,5/10/2016,7/31/2018,7/31/2018,https://patents.google.com/patent/US10036021B2/en,https://patentimages.storage.googleapis.com/86/c0/3f/c4b3a27e6caa47/US10036021-20180731-D00001.png
US-9770535-B2,Scaffolds for cell collection or elimination ,President And Fellows Of Harvard College,"David J. Mooney, Omar abdel-Rahman Ali",6/21/2007,6/11/2008,9/26/2017,9/26/2017,https://patents.google.com/patent/US9770535B2/en,
US-9700588-B2,Use of parvovirus for eliminating cancer stem cells (CSCs) ,"Deutsches Krebsforschungszentrum, Ruprecht-Karls-Universitaet Heidelberg","Jean Rommelaere, Jeannine Lacroix, Joerg Schlehofer, Olaf Witt, Elisabeth Hedwig Deubzer, Sonja Kern, Christel Herold-Mende, Karsten Geletneky, Barbara Leuchs",7/7/2010,6/29/2011,7/11/2017,7/11/2017,https://patents.google.com/patent/US9700588B2/en,https://patentimages.storage.googleapis.com/63/d4/67/a4a8e8125f4abc/US09700588-20170711-D00000.png
US-8951772-B2,"Adenoviruses, nucleic acids coding therefor, and use thereof ",Per Sonne Holm,Per Sonne Holm,10/15/2002,10/15/2003,2/10/2015,2/10/2015,https://patents.google.com/patent/US8951772B2/en,https://patentimages.storage.googleapis.com/US8951772B2/US08951772-20150210-D00001.png
US-8420611-B2,Combined gene therapy for the treatment of macroscopic gliomas ,Cedars-Sinai Medical Center,"Pedro Lowenstein, Maria Castro",8/12/2004,8/12/2005,4/16/2013,4/16/2013,https://patents.google.com/patent/US8420611B2/en,https://patentimages.storage.googleapis.com/67/84/93/9e3754636db6d8/US08420611-20130416-D00001.png
US-9725518-B2,Antibodies that bind to Jagged 1 ,Cancer Research Technology Limited,"Alison Hilary Banham, Adrian Llewellyn Harris, Penelope Ann Handford, Susan Mary Lea",1/15/2013,1/15/2014,8/8/2017,8/8/2017,https://patents.google.com/patent/US9725518B2/en,https://patentimages.storage.googleapis.com/75/3e/3b/9cf00c11800cf0/US09725518-20170808-D00001.png
US-5728379-A,Tumor- or cell-specific herpes simplex virus replication ,Georgetown University,"Robert L. Martuza, Samuel D. Rabkin, Shin-ichi Miyatake",6/23/1994,6/7/1995,3/17/1998,3/17/1998,https://patents.google.com/patent/US5728379A/en,https://patentimages.storage.googleapis.com/4d/53/8d/fc453d4b30ff14/US5728379-drawings-page-2.png
US-7476382-B2,Reovirus for the treatment of neoplasia ,Oncolytics Biotech Inc.,"Patrick W. K. Lee, James Strong, Matthew C. Coffey",8/13/1997,4/30/2004,1/13/2009,1/13/2009,https://patents.google.com/patent/US7476382B2/en,https://patentimages.storage.googleapis.com/US7476382B2/US07476382-20090113-D00001.png
US-7871991-B2,Phosphonate analogs of HIV inhibitor compounds ,"Gilead Sciences, Inc.","Constantine G. Boojamra, Kuei-Ying Lin, Richard Mackman, David Y. Markevitch, Oleg V. Petrakovsky, Adrian S. Ray, Lijun Zhang",7/27/2004,7/26/2005,1/18/2011,1/18/2011,https://patents.google.com/patent/US7871991B2/en,
US-10155930-B2,Use of adenovirus and nucleic acids coding therefor ,Per Sonne Holm,Per Sonne Holm,5/27/2002,4/28/2010,12/18/2018,12/18/2018,https://patents.google.com/patent/US10155930B2/en,https://patentimages.storage.googleapis.com/39/ab/aa/ae72290d2b5998/US10155930-20181218-D00001.png
US-9913882-B2,Methods for inducing partial apoptosis using caspase polypeptides ,"Bellicum Pharmaceuticals, Inc.","Kevin Slawin, David Spencer, Aaron Edward Foster",6/5/2013,6/4/2014,3/13/2018,3/13/2018,https://patents.google.com/patent/US9913882B2/en,https://patentimages.storage.googleapis.com/4a/2f/80/7423fafa04731f/US09913882-20180313-D00000.png
US-8772261-B2,Treatment of tumors with genetically engineered herpes virus ,Arch Development Corporation,"Ralph R. Weichselbaum, Bernard Roizman, Richard J. Whitley",2/5/1999,10/19/2012,7/8/2014,7/8/2014,https://patents.google.com/patent/US8772261B2/en,
US-7582289-B2,Viruses for the treatment of cellular proliferative disorders ,Oncolytics Biotech Inc.,"Matthew C. Coffey, Bradley G. Thompson",11/12/1999,5/30/2007,9/1/2009,9/1/2009,https://patents.google.com/patent/US7582289B2/en,https://patentimages.storage.googleapis.com/US7582289B2/US07582289-20090901-D00001.png
US-10161850-B2,Evaluating biological material for unassociated virus-size particles with influenza virus epitope ,Intellicyt Corporation,"Michael A. Artinger, Francis Kevin Kohlmeier, Michael W. Olszowy, Tyler Donald Gates",3/23/2015,3/23/2016,12/25/2018,12/25/2018,https://patents.google.com/patent/US10161850B2/en,https://patentimages.storage.googleapis.com/51/54/8f/facec7f051b996/US10161850-20181225-D00000.png
US-8067227-B2,Viral vectors and the use of the same for gene therapy ,Universitätsklinikum Hamburg-Eppendorf,"Reinhard Wähler, Frank Schnieders",10/11/2002,10/10/2003,11/29/2011,11/29/2011,https://patents.google.com/patent/US8067227B2/en,https://patentimages.storage.googleapis.com/33/e3/ee/ba58c98b985083/US08067227-20111129-D00001.png
US-9296803-B2,Methods and compositions containing Fc fusion proteins for enhancing immune responses ,"Health Research, Inc.",Danuta Kozbor,3/11/2010,3/11/2011,3/29/2016,3/29/2016,https://patents.google.com/patent/US9296803B2/en,https://patentimages.storage.googleapis.com/ee/32/34/656e416104fc45/US09296803-20160329-D00001.png
US-9029117-B2,Modified rodent parvovirus capable of propagating and spreading through human gliomas ,Deutsches Krebsforschungzentrum,"Jürg Nüesch, Nadja Thomas, Claudia Plotzky, Jean Rommelaere",5/7/2010,5/9/2011,5/12/2015,5/12/2015,https://patents.google.com/patent/US9029117B2/en,https://patentimages.storage.googleapis.com/eb/a1/3b/e3ae92ca6ace89/US09029117-20150512-D00001.png
US-7223388-B2,Modified reoviral therapy ,"Board Of Regents, The Univeristy Of Texas System","Jeffrey Tarrand, Xiang-Yang Han",8/3/2001,8/2/2002,5/29/2007,5/29/2007,https://patents.google.com/patent/US7223388B2/en,https://patentimages.storage.googleapis.com/US7223388B2/US07223388-20070529-D00001.png
US-7374752-B2,Reovirus for the treatment of cellular proliferative disorders ,Oncolytics Biotech Inc.,"Patrick W. K. Lee, James Strong, Matthew C. Coffey",2/24/1999,8/11/2004,5/20/2008,5/20/2008,https://patents.google.com/patent/US7374752B2/en,https://patentimages.storage.googleapis.com/US7374752B2/US07374752-20080520-D00001.png
US-9689000-B2,"Gene delivery system having enhanced tumor-specific expression, and recombinant gene expression regulating sequence ","Genemedicine Co., Ltd.","Chae Ok Yun, A-Rum Yoon",10/8/2010,6/28/2011,6/27/2017,6/27/2017,https://patents.google.com/patent/US9689000B2/en,https://patentimages.storage.googleapis.com/49/bb/03/c8bb05ed14272d/US09689000-20170627-D00001.png
US-8263067-B2,Adenoviral systems and the uses thereof ,Per Sonne Holm,Per Sonne Holm,12/28/2000,12/21/2001,9/11/2012,9/11/2012,https://patents.google.com/patent/US8263067B2/en,https://patentimages.storage.googleapis.com/1b/78/44/0491273fc67bfb/US08263067-20120911-D00001.png
US-9821073-B2,Polypeptide that binds aberrant cells and induces apoptosis ,Apo-T B.V.,"Ralph Alexander Willemsen, Maria Johanna J. E. Van Driel, Johan Renes",12/27/2010,12/22/2011,11/21/2017,11/21/2017,https://patents.google.com/patent/US9821073B2/en,https://patentimages.storage.googleapis.com/dd/ea/05/1878c8296f67ac/US09821073-20171121-D00001.png
US-8951980-B2,Adenovirus Ad36 E4 orf1 protein for prevention and treatment of non-alcoholic fatty liver disease ,Board Of Supervisors Of Louisiana State University And Agricultural And Mechanical College,Nikhil V. Dhurandhar,7/8/2010,7/8/2011,2/10/2015,2/10/2015,https://patents.google.com/patent/US8951980B2/en,https://patentimages.storage.googleapis.com/d4/0d/73/bd0b53617aa753/US08951980-20150210-D00001.png
US-9932606-B2,"Subgroup B recombinant human adenovirus vector, and methods for constructing and for using the same ",Beijing Bio-Targeting Therapeutics Technology Inc.,"Yaohe Wang, Guozhong Jiang, Hanshi WONG, Fengyu CAO, Nick LEMOINE",5/31/2011,4/14/2016,4/3/2018,4/3/2018,https://patents.google.com/patent/US9932606B2/en,https://patentimages.storage.googleapis.com/d4/50/3d/9596d63373171d/US09932606-20180403-D00001.png
US-7048920-B2,Recombinant oncolytic adenovirus for human melanoma ,"Cell Genesys, Inc.","De Chao Yu, Yuanhao Li",3/24/2000,1/15/2002,5/23/2006,5/23/2006,https://patents.google.com/patent/US7048920B2/en,https://patentimages.storage.googleapis.com/f6/b5/b6/3708932ebc27b9/US07048920-20060523-D00004.png
US-8052965-B2,Viruses with enhanced lytic potency ,"Vereniging Voor Christelijk Hoger Onderwijs, Wetenschappelijk Onderzoek En Patientenzorg","Victor Willem van Beusechem, Willem-Ronald Gerritsen",1/14/2002,1/14/2003,11/8/2011,11/8/2011,https://patents.google.com/patent/US8052965B2/en,https://patentimages.storage.googleapis.com/bd/95/fb/7ab6f35d8427db/US08052965-20111108-D00001.png
US-8133481-B2,Selectively replicating viral vectors ,"Canji, Inc.","Muralidhara Ramachandra, Paul W. Shabram",10/15/1998,2/16/2010,3/13/2012,3/13/2012,https://patents.google.com/patent/US8133481B2/en,https://patentimages.storage.googleapis.com/24/78/32/c311a1025543f5/US08133481-20120313-D00001.png
US-8318149-B2,Replication competent viruses capable of silencing virus inhibitory factor expression ,"Vereniging Voor Christelijik Hoger Onderwijs, Wetenschappelijk Onderzoek En Patientenzorg","Jan E. Carette, Victor W. van Beusechem",4/15/2004,10/9/2006,11/27/2012,11/27/2012,https://patents.google.com/patent/US8318149B2/en,https://patentimages.storage.googleapis.com/fa/39/ff/61cac2d8b84769/US08318149-20121127-D00001.png
US-9682095-B2,"MiRNA and its diagnostic and therapeutic uses in diseases or conditions associated with melanoma, or in diseases or conditions associated with activated BRAF pathway ",Interna Technologies B.V.,"Eugene Berezikov, Jos Bernard Poell, Willemijn Maria GOMMANS, Rick Jan van Haastert, Andreas Alphons F. L. van Puijenbroek, Roeland Quirinus Jozef Schaapveld, Gregoire Pierre Andre Prevost",7/6/2010,1/4/2013,6/20/2017,6/20/2017,https://patents.google.com/patent/US9682095B2/en,https://patentimages.storage.googleapis.com/5e/f0/fd/c0e16efae1edd6/US09682095-20170620-D00001.png
US-8370078-B2,Integrated biosensor and simulation system for diagnosis and therapy ,Fernandez Dennis S,Dennis S. Fernandez,8/22/2003,11/23/2005,2/5/2013,2/5/2013,https://patents.google.com/patent/US8370078B2/en,https://patentimages.storage.googleapis.com/d9/20/fc/ff92c7b3137327/US08370078-20130205-D00001.png
